"CHOK","ECSOLE","GURN","HAKE","HMKC","HNSH","KKLP","KOB","MONK","PANG","RAJIDE","SFSH","SJSH"
0.118114156804629,0.136826286744432,0.121417589196125,0.833566778742722,0.262950959888869,0.0897266330868605,0.109778336630741,0.0810705650780913,0.0625131637863797,0.260482838432169,0.236711320557032,0.0838309495910617,0.164666116028205
0.131702519302855,0.130338901534213,0.138200389202637,0.826290957631237,0.271565267028552,0.0716772468961467,0.0832599405143977,0.0891033388961867,0.059687044230274,0.234794966269787,0.259902654495288,0.0868897467302709,0.190427783966246
0.114499555603782,0.135488313955636,0.0758762393138248,0.862818815440872,0.305696353683073,0.0446680976298023,0.0792999313804751,0.0707618592302787,0.0499197378131735,0.138554225519413,0.269783868165069,0.0446680976298023,0.122923590236119
0.0857015136950112,0.321356689092696,0.17325139378051,0.793299805396545,0.195196311242624,0.0450025253442251,0.115506271584476,0.133962922611579,0.042828720033382,0.158182308591384,0.291794715700093,0.0553508238255902,0.208724938128972
0.12340035614108,0.337550038139666,0.148633276391642,0.765020996878722,0.283196510121282,0.0439137795895187,0.0941250075526121,0.135985858497623,0.0399101739779235,0.133080434914572,0.326460732561386,0.0442991630146698,0.161742830774026
0.117946941851315,0.232004271866679,0.204366259944456,0.731037629684552,0.20472403389679,0.104044628647737,0.0668118921546458,0.116927722940311,0.0731903407719344,0.331410620202256,0.331056940821124,0.0953098276330139,0.226573012337967
0.108243269763518,0.262854456645942,0.0989349826520749,0.778264176914521,0.260955450588145,0.0646175444502642,0.0871412975645347,0.109066660346346,0.0461723861131783,0.180710852463629,0.383862998447164,0.0646175444502642,0.160096292472812
0.0962071949154407,0.450617284227525,0.12059977876372,0.620391234923455,0.21732029949127,0.104837399351578,0.140613822947161,0.186158520685463,0.0127316116969735,0.280030924273182,0.374506879277993,0.105398418398176,0.213702529652175
0.140308725798314,0.188303411249342,0.173621235921137,0.811529182619768,0.200527983854547,0.0721393140113159,0.0905727208173755,0.0937357289378992,0.0728118669758251,0.246087916707578,0.27584650228051,0.10140747455358,0.203691879961231
0.113757442606108,0.102316914385143,0.283277178771294,0.596155313182464,0.552303358544564,0.0743138878241776,0.108504768903757,0.17952781656037,0.00274958889362499,0.345938642738093,0.124469391705898,0.0743138878241776,0.213733507161223
0.0990851038377968,0.282008141464143,0.103595818258051,0.774502663211081,0.272341707340738,0.0601666003847393,0.1089791845333,0.131205282967785,0.0444323636553394,0.197668766230474,0.35154812949351,0.0601666003847393,0.157900234100952
0.117471177005371,0.0754706747545451,0.0954802850195751,0.891707108960466,0.259919835497148,0.036615614837682,0.0718904688548823,0.0710824714302788,0.0519755323978746,0.187969478699984,0.184734066712514,0.0373696438771499,0.153523675232723
0.149889964722278,0.051868721992837,0.15093408733882,0.821954897159716,0.32124094791644,0.0147803334739992,0.0956055287950592,0.0572519259854007,0.144938419954342,0.302563267055952,0.140372483994052,0.0482184143173583,0.16136341448821
0.177251409130213,0.0750245454852968,0.132199495418424,0.81630109025823,0.384138138676799,0.0250462663880407,0.0867289196813732,0.0529999046828778,0.112805850362152,0.233543529309838,0.15345188143817,0.0643841303504827,0.160150624171569
0.103718173870115,0.114203056863406,0.238504148893801,0.597486938660244,0.555332000894524,0.0968239216148177,0.09714558222047,0.160285001485875,0.0159730678074536,0.352258519522839,0.174301933455099,0.0968239216148177,0.212910880810786
0.0847648395645005,0.0163718954546949,0.104027833804651,0.840006629987297,0.400346134601578,0.0201038522731078,0.150831953472932,0.0432935324682253,0.111159139784914,0.267730667663894,0.0150140220871916,0.0225664597657138,0.0777008567801594
0.0962376338830104,0.465128844022072,0.105480544174049,0.620146645232832,0.15415974569682,0.0988563199391478,0.105769541157802,0.218080412690197,0.00654784149979348,0.154446738657087,0.452136416071749,0.098178860076862,0.220087054265145
0.133663960617172,0.0711281564916236,0.0921430022906817,0.882250482877678,0.240402421613047,0.0436078263109401,0.0754820721993337,0.061649615771461,0.0523960229524391,0.176677486973012,0.230672848113526,0.043752141623252,0.17871991500161
0.139656231532146,0.0734348029357878,0.0934661751943635,0.890010632119692,0.235418412602222,0.0453781759475153,0.0692187775602592,0.0615889541011086,0.0615520035920836,0.160476955956981,0.212067999703635,0.0453781759475153,0.177791032821518
0.084015635674097,0.398160023595189,0.202932017558148,0.684139035238341,0.142052228619244,0.115470430575519,0.0919594453315687,0.166307138354152,0.00961211126395915,0.115948264118198,0.382245216365677,0.0878824345593614,0.296958524151377
0.109444774562256,0.418466552840632,0.22414110389153,0.610448584426236,0.12271659794988,0.141515340376355,0.0791855574714423,0.174029624903199,0.00818957244175252,0.140341221581682,0.407801441425962,0.111222014896006,0.346328137990997
0.129896662693472,0.190187868761093,0.1929918330043,0.81452828032089,0.204783901802101,0.0461929735888443,0.0822530104644703,0.121516442713017,0.0986800832569595,0.237596436564077,0.238263188899544,0.0895714774643679,0.22286543353042
0.1260696261188,0.39679821825159,0.236888524274628,0.622529726640692,0.117580581395581,0.153659810920462,0.0677534254240887,0.178490963179501,0.0121458827185447,0.165469291839393,0.382799180382919,0.117154845967631,0.348315990484256
0.0521601777421317,0.00912486311129458,0.0499059785891088,0.890665668882531,0.264072582048378,0.0163287638908858,0.303070302829649,0.0304817021679517,0.0959492350531928,0.154414489803324,0.0208862821957454,0.0317753621718885,0.0643615705865272
